price,year,condition,odometer,car_age
11999,2011.0,3,119615.0,10.0
38990,2020.0,2,4352.0,1.0
25990,2017.0,2,29664.0,4.0
25990,2017.0,2,62605.0,4.0
22990,2010.0,2,57625.0,11.0
29500,2015.0,4,17722.0,6.0
15500,2013.0,3,112000.0,8.0
5995,2007.0,3,129897.0,14.0
11300,2015.0,3,78000.0,6.0
4800,2007.0,3,147000.0,14.0
35000,2008.0,3,28000.0,13.0
6900,2007.0,3,150000.0,14.0
1800,2003.0,1,220000.0,18.0
9999,2011.0,4,93000.0,10.0
5599,2005.0,4,102000.0,16.0
5299,2003.0,3,132000.0,18.0
7000,2008.0,2,150332.0,13.0
17500,2017.0,3,53133.0,4.0
6033,2005.0,2,206826.0,16.0
7999,2015.0,3,93410.0,6.0
8999,2007.0,3,146211.0,14.0
49500,2016.0,3,28000.0,5.0
17500,2016.0,3,23700.0,5.0
22000,2014.0,2,162500.0,7.0
5900,2007.0,3,94000.0,14.0
3500,2002.0,2,204285.0,19.0
23990,2015.0,2,47304.0,6.0
15500,2012.0,4,140777.0,9.0
16900,1999.0,3,60000.0,22.0
8999,2008.0,3,160032.0,13.0
12999,2007.0,3,167370.0,14.0
23999,2016.0,3,33500.0,5.0
4799,2005.0,4,84000.0,16.0
3900,2007.0,3,121078.0,14.0
12800,2014.0,2,150400.0,7.0
4800,2012.0,3,172300.0,9.0
11495,2015.0,4,89250.0,6.0
10995,2011.0,2,73511.0,10.0
18995,2016.0,4,89661.0,5.0
16495,2014.0,4,68369.0,7.0
10495,2015.0,2,89009.0,6.0
9795,2010.0,2,106251.0,11.0
8950,2011.0,3,120600.0,10.0
19995,2014.0,3,92199.0,7.0
13995,2012.0,2,109009.0,9.0
11829,2016.0,2,118200.0,5.0
16421,2007.0,2,146518.0,14.0
7821,2013.0,2,128168.0,8.0
6982,2010.0,2,159720.0,11.0
8798,2013.0,2,120395.0,8.0
8977,2017.0,3,63281.0,4.0
5987,2013.0,2,82057.0,8.0
9644,2011.0,3,92824.0,10.0
11500,2011.0,3,103000.0,10.0
17500,2017.0,3,58975.0,4.0
5887,2008.0,2,164992.0,13.0
11987,2013.0,2,206362.0,8.0
4688,2010.0,2,154253.0,11.0
11500,2001.0,3,141285.0,20.0
10800,2016.0,3,32432.0,5.0
7422,2011.0,2,151602.0,10.0
5000,2004.0,2,138000.0,17.0
2995,2000.0,3,73850.0,21.0
35990,2015.0,2,24356.0,6.0
3495,2007.0,4,135000.0,14.0
10150,2009.0,3,141125.0,12.0
5990,1994.0,3,124818.0,27.0
12990,2003.0,3,81964.0,18.0
17990,2010.0,3,107640.0,11.0
13999,2012.0,3,151576.0,9.0
7999,2010.0,3,120542.0,11.0
8995,2009.0,2,96562.0,12.0
6499,2011.0,2,121667.0,10.0
10895,2013.0,2,97391.0,8.0
8799,2010.0,2,143465.0,11.0
7999,2010.0,2,104517.0,11.0
12495,2016.0,4,116883.0,5.0
14500,2010.0,3,77000.0,11.0
10999,2010.0,3,88000.0,11.0
9970,2009.0,2,167546.0,12.0
7970,2011.0,2,221341.0,10.0
10970,2014.0,3,170859.0,7.0
4970,2008.0,1,133458.0,13.0
7774,2010.0,2,107769.0,11.0
4970,2010.0,2,153328.0,11.0
4970,2007.0,2,137606.0,14.0
7750,2006.0,3,21409.0,15.0
16499,2010.0,2,113903.0,11.0
10970,2011.0,2,171168.0,10.0
5970,2015.0,2,98110.0,6.0
10970,2016.0,2,80070.0,5.0
10970,2015.0,3,67459.0,6.0
5970,2014.0,2,133160.0,7.0
7970,2012.0,2,45763.0,9.0
5970,2012.0,2,134295.0,9.0
6970,2015.0,2,110701.0,6.0
7970,2012.0,3,158559.0,9.0
15470,2015.0,3,74041.0,6.0
13999,2015.0,3,166655.0,6.0
3499,2002.0,2,137352.0,19.0
4499,2005.0,2,186100.0,16.0
6100,2015.0,3,95000.0,6.0
9900,2003.0,2,84727.0,18.0
5777,2005.0,3,125000.0,16.0
3999,2002.0,2,78117.0,19.0
5500,2002.0,3,113676.0,19.0
11000,2008.0,2,102885.0,13.0
1895,1997.0,1,90269.0,24.0
11995,2015.0,3,82013.0,6.0
8995,2016.0,3,66630.0,5.0
15995,2016.0,3,55010.0,5.0
13995,2015.0,3,53450.0,6.0
6495,2011.0,3,166230.0,10.0
5995,2011.0,3,109910.0,10.0
4900,2015.0,3,150000.0,6.0
25590,2015.0,2,25517.0,6.0
36590,2017.0,2,46975.0,4.0
38990,2015.0,2,47518.0,6.0
36590,2017.0,2,13146.0,4.0
38590,2020.0,2,9783.0,1.0
20990,2017.0,2,63457.0,4.0
3500,1992.0,3,75000.0,29.0
15590,2012.0,2,101606.0,9.0
6650,2009.0,2,150000.0,12.0
8900,2010.0,2,83888.0,11.0
11500,2013.0,3,42000.0,8.0
6990,2006.0,3,199286.0,15.0
9999,2013.0,3,115805.0,8.0
6450,2010.0,2,111901.0,11.0
8495,2016.0,3,125868.0,5.0
8995,2013.0,3,117555.0,8.0
3300,2010.0,3,187429.0,11.0
5490,2006.0,3,100649.0,15.0
4900,2003.0,3,71000.0,18.0
2750,2005.0,2,106891.0,16.0
25999,2016.0,3,166522.0,5.0
9995,2011.0,3,117722.0,10.0
8990,2012.0,3,115000.0,9.0
12999,2014.0,3,116511.0,7.0
12430,2011.0,3,74296.0,10.0
2900,2003.0,3,123816.0,18.0
2900,2003.0,3,249235.0,18.0
7995,2006.0,3,139841.0,15.0
9999,2005.0,3,63262.0,16.0
7999,2012.0,3,127298.0,9.0
11999,2014.0,3,112107.0,7.0
8999,2013.0,3,108335.0,8.0
8999,2007.0,3,128967.0,14.0
19490,2012.0,4,38841.0,9.0
7195,2011.0,2,69100.0,10.0
2500,2004.0,2,117010.0,17.0
5700,2007.0,3,136000.0,14.0
7990,2010.0,3,155383.0,11.0
7990,2007.0,3,134610.0,14.0
10990,2003.0,3,124549.0,18.0
6499,2006.0,4,119000.0,15.0
12799,2012.0,3,118000.0,9.0
7299,2005.0,4,73000.0,16.0
6499,2006.0,3,94735.0,15.0
4799,2005.0,3,131000.0,16.0
4999,2005.0,3,114000.0,16.0
6799,2008.0,3,116000.0,13.0
2400,2006.0,3,111568.0,15.0
7200,2016.0,4,83900.0,5.0
12995,2009.0,2,106944.0,12.0
9495,2008.0,2,158405.0,13.0
11913,2012.0,2,157250.0,9.0
14995,2008.0,2,171632.0,13.0
14354,2014.0,2,119709.0,7.0
21995,2014.0,2,94215.0,7.0
10751,2005.0,2,176004.0,16.0
14995,2004.0,2,137250.0,17.0
19995,2016.0,2,77250.0,5.0
14995,2014.0,2,110695.0,7.0
10595,2012.0,2,176233.0,9.0
23995,2006.0,2,133590.0,15.0
18995,2014.0,2,194365.0,7.0
6995,2010.0,2,193450.0,11.0
20483,2015.0,2,169973.0,6.0
17126,2008.0,2,145334.0,13.0
8495,2007.0,2,127943.0,14.0
18995,2012.0,2,106250.0,9.0
10995,2011.0,2,252038.0,10.0
13995,2013.0,2,66177.0,8.0
24393,2013.0,2,99251.0,8.0
9995,2014.0,2,147250.0,7.0
15995,2010.0,2,122891.0,11.0
34593,2015.0,2,56650.0,6.0
8795,2013.0,2,119250.0,8.0
9995,2013.0,2,112870.0,8.0
33095,2017.0,2,159523.0,4.0
4995,2004.0,2,255520.0,17.0
9995,2011.0,2,112974.0,10.0
7995,2012.0,2,125350.0,9.0
15495,2012.0,2,165902.0,9.0
13557,2012.0,2,145120.0,9.0
10995,2004.0,2,173544.0,17.0
6995,2005.0,2,137250.0,16.0
7995,2013.0,2,148250.0,8.0
10224,2012.0,2,87850.0,9.0
8995,2010.0,2,98305.0,11.0
8995,2009.0,2,159250.0,12.0
27995,2010.0,2,106007.0,11.0
10524,2013.0,2,84561.0,8.0
12102,2013.0,2,122327.0,8.0
14305,2006.0,2,142560.0,15.0
13236,2002.0,2,67510.0,19.0
15495,2003.0,2,140595.0,18.0
14495,2007.0,2,95478.0,14.0
27995,2007.0,2,175470.0,14.0
6995,2007.0,2,123250.0,14.0
19950,2002.0,2,196292.0,19.0
5995,2008.0,2,103250.0,13.0
10995,2016.0,2,134250.0,5.0
3000,2001.0,2,159000.0,20.0
22590,2016.0,2,16870.0,5.0
22990,2018.0,2,31581.0,3.0
7995,2012.0,4,105750.0,9.0
7499,2010.0,2,245200.0,11.0
12999,2009.0,3,112859.0,12.0
7300,2007.0,4,103000.0,14.0
12600,2007.0,3,36279.0,14.0
900,2001.0,1,153000.0,20.0
4500,2007.0,3,136000.0,14.0
9990,2015.0,3,108000.0,6.0
17990,2013.0,3,113651.0,8.0
2995,2013.0,2,289000.0,8.0
23990,2012.0,2,42439.0,9.0
2000,2002.0,2,210429.0,19.0
29990,2013.0,2,92607.0,8.0
17590,2014.0,2,91374.0,7.0
28990,2015.0,2,65015.0,6.0
9500,2013.0,3,103987.0,8.0
6500,2011.0,3,137236.0,10.0
38995,2002.0,2,167138.0,19.0
9900,2009.0,2,102.0,12.0
5700,2003.0,3,125000.0,18.0
4999,2008.0,3,106324.0,13.0
7490,2009.0,3,83000.0,12.0
16990,2006.0,3,92675.0,15.0
6990,2008.0,3,217000.0,13.0
7300,2008.0,3,164050.0,13.0
4900,2011.0,4,176000.0,10.0
6900,2002.0,3,102000.0,19.0
6900,2008.0,3,176000.0,13.0
3900,2004.0,3,183000.0,17.0
21500,2014.0,2,44358.0,7.0
5000,2010.0,3,155000.0,11.0
4850,2007.0,2,147658.0,14.0
6200,2006.0,3,86000.0,15.0
27500,2014.0,4,76000.0,7.0
11500,2011.0,4,97500.0,10.0
1950,2003.0,3,164991.0,18.0
7995,2010.0,2,152030.0,11.0
3995,2012.0,2,164211.0,9.0
8395,2007.0,2,121444.0,14.0
9995,2013.0,2,91860.0,8.0
4995,2008.0,2,91008.0,13.0
6395,2011.0,2,133413.0,10.0
2295,2004.0,2,243029.0,17.0
9495,2009.0,2,156811.0,12.0
8500,2010.0,2,77309.0,11.0
6995,2006.0,2,44390.0,15.0
4995,2008.0,2,130300.0,13.0
5995,2008.0,2,119667.0,13.0
4495,2006.0,2,142177.0,15.0
4495,2006.0,2,132454.0,15.0
4995,2007.0,2,164171.0,14.0
4495,2003.0,2,147759.0,18.0
6999,2011.0,2,90663.0,10.0
13499,2017.0,3,46206.0,4.0
22499,2017.0,3,99469.0,4.0
15299,2018.0,3,55772.0,3.0
16999,2017.0,3,65523.0,4.0
16999,2017.0,3,96445.0,4.0
14749,2017.0,3,73510.0,4.0
16999,2011.0,3,72807.0,10.0
13999,2012.0,3,124689.0,9.0
3350,2010.0,2,246065.0,11.0
10995,2014.0,2,86268.0,7.0
3695,2010.0,2,228545.0,11.0
9495,2015.0,2,83823.0,6.0
9995,2011.0,2,104548.0,10.0
3995,2006.0,2,191763.0,15.0
22990,2017.0,3,157000.0,4.0
12990,2015.0,3,115000.0,6.0
23500,2015.0,3,131000.0,6.0
12990,2014.0,3,105000.0,7.0
9990,2013.0,3,129000.0,8.0
13990,2013.0,3,105000.0,8.0
8499,2011.0,2,86426.0,10.0
6500,2015.0,3,232100.0,6.0
4900,2004.0,3,152000.0,17.0
10995,2014.0,2,66494.0,7.0
13995,2015.0,2,130021.0,6.0
10995,2011.0,2,60681.0,10.0
15995,2014.0,2,67358.0,7.0
16495,2016.0,2,82960.0,5.0
12995,2016.0,2,63989.0,5.0
13495,2018.0,2,67786.0,3.0
150000,2009.0,2,182415.0,12.0
3500,2006.0,2,146759.0,15.0
14295,2016.0,2,107307.0,5.0
12495,2015.0,2,78582.0,6.0
11995,2008.0,2,100743.0,13.0
1500,1996.0,2,140234.0,25.0
16595,2019.0,2,27264.0,2.0
14995,2015.0,2,80875.0,6.0
29995,1985.0,2,1.0,36.0
19895,2014.0,2,113096.0,7.0
19900,1982.0,4,18640.0,39.0
12500,1964.0,3,55519.0,57.0
5195,2008.0,2,134923.0,13.0
3995,2003.0,2,162210.0,18.0
16990,2012.0,3,188000.0,9.0
9990,2011.0,3,149000.0,10.0
4995,2003.0,2,156256.0,18.0
6895,2011.0,2,115818.0,10.0
16000,2014.0,2,84000.0,7.0
5400,2003.0,3,180149.0,18.0
4900,2004.0,3,165000.0,17.0
29590,2016.0,2,47333.0,5.0
15999,2013.0,2,89559.0,8.0
14999,2014.0,2,70277.0,7.0
7895,2003.0,3,137000.0,18.0
5995,2010.0,2,157835.0,11.0
2695,1997.0,2,177779.0,24.0
2495,2006.0,2,160814.0,15.0
9500,2008.0,4,42807.0,13.0
10600,2008.0,3,127000.0,13.0
6999,2013.0,2,89189.0,8.0
25695,2018.0,3,43000.0,3.0
4600,2003.0,3,145050.0,18.0
4800,2004.0,3,139845.0,17.0
4800,2004.0,3,150369.0,17.0
3600,2004.0,2,182820.0,17.0
4800,2004.0,2,156473.0,17.0
4995,2010.0,2,176878.0,11.0
2995,2004.0,2,158269.0,17.0
6995,2013.0,2,130124.0,8.0
19850,2020.0,4,2050.0,1.0
14700,2014.0,3,230223.0,7.0
18999,2011.0,3,79475.0,10.0
25995,2018.0,4,27206.0,3.0
16995,2011.0,3,107766.0,10.0
26995,2016.0,3,36229.0,5.0
35999,2018.0,3,51699.0,3.0
29995,2018.0,4,13628.0,3.0
1,2016.0,3,55167.0,5.0
1,2014.0,3,69943.0,7.0
1,2017.0,3,61649.0,4.0
1,2014.0,3,23505.0,7.0
1,2015.0,3,77613.0,6.0
1,2016.0,3,47065.0,5.0
1,2017.0,3,2439.0,4.0
14900,2005.0,3,128879.0,16.0
13900,2016.0,3,144068.0,5.0
14900,2008.0,3,156475.0,13.0
26500,2013.0,3,126510.0,8.0
36590,2020.0,2,3239.0,1.0
19700,2012.0,3,116985.0,9.0
13999,2017.0,3,68056.0,4.0
13500,2011.0,3,166102.0,10.0
1,2015.0,3,41987.0,6.0
1,2015.0,3,48826.0,6.0
1,2019.0,3,62484.0,2.0
1,2014.0,3,53811.0,7.0
1,2017.0,3,31867.0,4.0
1,2016.0,3,57722.0,5.0
9400,2015.0,3,124624.0,6.0
21700,2010.0,3,124248.0,11.0
7999,2005.0,3,58124.0,16.0
5500,2004.0,3,146700.0,17.0
3900,2003.0,3,113000.0,18.0
26700,2013.0,3,52279.0,8.0
20999,2015.0,3,74927.0,6.0
80999,2020.0,3,4148.0,1.0
11499,2016.0,2,85578.0,5.0
11999,2015.0,3,103090.0,6.0
6999,2000.0,2,62457.0,21.0
9599,2013.0,3,106206.0,8.0
16999,2008.0,2,103698.0,13.0
5999,2001.0,3,159104.0,20.0
6999,2008.0,3,137415.0,13.0
12999,2006.0,4,141912.0,15.0
8950,2003.0,3,262223.0,18.0
22500,2015.0,3,89068.0,6.0
16999,2017.0,3,48232.0,4.0
26900,2012.0,3,136741.0,9.0
27900,2014.0,3,132902.0,7.0
1,2013.0,3,38373.0,8.0
1,2016.0,3,48659.0,5.0
1,2018.0,3,36000.0,3.0
1,2019.0,3,8990.0,2.0
1,2018.0,3,34526.0,3.0
1,2017.0,3,46177.0,4.0
1,2019.0,3,45331.0,2.0
1,2015.0,3,30920.0,6.0
1,2016.0,3,94282.0,5.0
1,2018.0,3,34515.0,3.0
1,2018.0,3,37371.0,3.0
1,2013.0,3,79856.0,8.0
5950,2012.0,3,89796.0,9.0
12999,1997.0,2,188352.0,24.0
13999,2004.0,3,115625.0,17.0
11999,2007.0,3,114655.0,14.0
6990,2008.0,2,233871.0,13.0
15995,2006.0,4,131041.0,15.0
13500,2011.0,2,82755.0,10.0
3995,2005.0,2,155179.0,16.0
15495,2012.0,3,147750.0,9.0
1,2018.0,3,51856.0,3.0
1,2015.0,3,59749.0,6.0
1,2019.0,3,80545.0,2.0
1,2018.0,3,23885.0,3.0
1,2014.0,3,59964.0,7.0
1,2014.0,3,62399.0,7.0
7800,2010.0,2,169315.0,11.0
1,2016.0,3,19155.0,5.0
5995,2003.0,2,175848.0,18.0
11995,2012.0,4,136210.0,9.0
12995,2005.0,4,178095.0,16.0
9500,2012.0,2,149553.0,9.0
5695,2013.0,2,216790.0,8.0
6995,2015.0,4,82776.0,6.0
13495,2009.0,4,124486.0,12.0
4995,2005.0,4,61035.0,16.0
5495,2005.0,4,55838.0,16.0
3995,2004.0,4,108322.0,17.0
39700,2017.0,4,31220.0,4.0
14700,2016.0,4,9533.0,5.0
1,2013.0,3,66035.0,8.0
1,2017.0,3,34873.0,4.0
1,2015.0,3,37701.0,6.0
1,2019.0,3,48785.0,2.0
1,2015.0,3,56505.0,6.0
1,2015.0,3,84570.0,6.0
1,2014.0,3,67000.0,7.0
4999,2002.0,4,106894.0,19.0
12999,2011.0,3,79083.0,10.0
11999,2011.0,4,57353.0,10.0
11999,2013.0,4,62891.0,8.0
7999,2003.0,4,46428.0,18.0
3999,2007.0,2,156550.0,14.0
10995,2013.0,3,68380.0,8.0
15999,2006.0,3,96557.0,15.0
1,2014.0,3,70995.0,7.0
1,2015.0,3,75416.0,6.0
1,2018.0,3,51900.0,3.0
1,2017.0,3,38374.0,4.0
1,2016.0,3,68376.0,5.0
17995,2010.0,3,85318.0,11.0
45995,2018.0,4,30261.0,3.0
4695,1999.0,2,218296.0,22.0
22300,2015.0,3,73468.0,6.0
14900,2010.0,3,164300.0,11.0
10999,2012.0,3,97829.0,9.0
12999,2001.0,3,56621.0,20.0
1,2015.0,3,62627.0,6.0
1,2016.0,3,59762.0,5.0
1,2017.0,3,44906.0,4.0
1,2016.0,3,32673.0,5.0
1,2014.0,3,63312.0,7.0
1,2019.0,3,3779.0,2.0
1,2015.0,3,69701.0,6.0
1,2019.0,3,31397.0,2.0
1,2014.0,3,48487.0,7.0
10999,2008.0,4,82736.0,13.0
11700,2008.0,3,76553.0,13.0
36700,2018.0,3,93209.0,3.0
1,2017.0,3,59113.0,4.0
1,2018.0,3,62531.0,3.0
28700,2016.0,3,88809.0,5.0
6390,2012.0,3,109196.0,9.0
5500,2013.0,2,81000.0,8.0
23700,2014.0,3,101188.0,7.0
29700,2014.0,3,65550.0,7.0
14700,2005.0,3,80926.0,16.0
10999,2010.0,3,59051.0,11.0
12999,2011.0,3,117453.0,10.0
10999,2008.0,3,123652.0,13.0
40500,2015.0,3,94291.0,6.0
22600,2012.0,3,98549.0,9.0
23999,2013.0,3,41976.0,8.0
18700,2012.0,3,137397.0,9.0
33995,2017.0,4,27741.0,4.0
20995,2012.0,3,81558.0,9.0
1,2017.0,3,59580.0,4.0
1,2013.0,3,70104.0,8.0
1,2015.0,3,99284.0,6.0
1,2019.0,3,19734.0,2.0
21700,2008.0,3,128481.0,13.0
8950,2002.0,3,222009.0,19.0
15499,2003.0,2,94574.0,18.0
15999,2010.0,3,104394.0,11.0
1,2019.0,3,11046.0,2.0
1,2016.0,3,68339.0,5.0
8500,2001.0,4,94000.0,20.0
14999,2006.0,3,106623.0,15.0
7999,2003.0,4,164156.0,18.0
10999,2010.0,3,124251.0,11.0
10999,2006.0,3,69340.0,15.0
1,2018.0,3,35636.0,3.0
1,2018.0,3,16845.0,3.0
1,2015.0,3,50566.0,6.0
1,2018.0,3,96473.0,3.0
1,2017.0,3,60453.0,4.0
1,2015.0,3,65239.0,6.0
1,2018.0,3,36042.0,3.0
1,2017.0,3,96220.0,4.0
1,2015.0,3,53274.0,6.0
22200,2013.0,3,138486.0,8.0
23900,2013.0,3,92958.0,8.0
7850,2003.0,2,161904.0,18.0
12995,2007.0,2,190081.0,14.0
1,2016.0,3,19141.0,5.0
1,2015.0,3,60335.0,6.0
1,2017.0,3,36257.0,4.0
1,2017.0,3,32540.0,4.0
1,2015.0,3,23391.0,6.0
1,2016.0,3,44878.0,5.0
10700,2016.0,3,91877.0,5.0
10995,2010.0,3,117220.0,11.0
12895,2015.0,3,125918.0,6.0
12995,2013.0,3,121818.0,8.0
9995,2016.0,3,113131.0,5.0
12500,2016.0,3,88570.0,5.0
1,2018.0,3,18075.0,3.0
1,2018.0,3,36064.0,3.0
1,2014.0,3,47222.0,7.0
14999,2017.0,2,45559.0,4.0
6700,2013.0,3,84690.0,8.0
6790,2007.0,2,202548.0,14.0
5995,2000.0,2,67386.0,21.0
17990,2019.0,4,33674.0,2.0
14995,2012.0,2,75258.0,9.0
26990,2018.0,4,28467.0,3.0
26995,2017.0,3,30606.0,4.0
16995,2017.0,4,30674.0,4.0
16995,2017.0,4,28463.0,4.0
19990,2006.0,3,77031.0,15.0
24995,2016.0,3,52972.0,5.0
34990,2014.0,4,21373.0,7.0
26995,2016.0,4,40858.0,5.0
24995,2014.0,3,36339.0,7.0
26995,2017.0,3,26757.0,4.0
19990,2011.0,3,70117.0,10.0
13700,2014.0,3,162499.0,7.0
2199,2004.0,2,123555.0,17.0
5999,2011.0,2,154199.0,10.0
25995,2018.0,4,11514.0,3.0
15995,2018.0,4,21238.0,3.0
28995,2015.0,3,55548.0,6.0
22990,2019.0,4,31433.0,2.0
19995,2013.0,3,74289.0,8.0
28995,2017.0,4,20817.0,4.0
26995,2017.0,4,19388.0,4.0
37995,2017.0,4,28853.0,4.0
20995,2017.0,3,21932.0,4.0
1,2018.0,3,53658.0,3.0
1,2017.0,3,44063.0,4.0
18700,2017.0,4,33920.0,4.0
13650,2004.0,3,57000.0,17.0
26990,2016.0,2,24374.0,5.0
8900,2013.0,3,59812.0,8.0
32900,1997.0,3,34575.0,24.0
45590,2013.0,2,28927.0,8.0
19498,2013.0,3,67702.0,8.0
17998,2015.0,4,50477.0,6.0
11288,2013.0,3,79017.0,8.0
4995,2004.0,2,132400.0,17.0
41900,2020.0,3,3194.0,1.0
26500,2018.0,3,19739.0,3.0
23990,2015.0,2,61913.0,6.0
38900,2017.0,3,39636.0,4.0
9999,2015.0,3,94307.0,6.0
3750,2000.0,2,162000.0,21.0
18998,2015.0,4,73423.0,6.0
36900,2018.0,3,35790.0,3.0
31900,2015.0,3,32841.0,6.0
13900,2012.0,3,39986.0,9.0
25500,2015.0,3,51609.0,6.0
23500,2009.0,3,19888.0,12.0
14950,2012.0,3,78000.0,9.0
20950,2012.0,3,65000.0,9.0
6000,2004.0,3,140000.0,17.0
36990,2017.0,2,38094.0,4.0
4450,2008.0,3,151900.0,13.0
17990,2014.0,3,134898.0,7.0
13900,2014.0,3,89600.0,7.0
4775,2003.0,3,148213.0,18.0
25900,2018.0,4,27500.0,3.0
33990,2020.0,2,13306.0,1.0
16698,2013.0,4,84887.0,8.0
5395,2014.0,2,180101.0,7.0
20500,1992.0,4,21086.0,29.0
21250,2013.0,3,81700.0,8.0
18250,2013.0,3,89900.0,8.0
22750,2012.0,3,47400.0,9.0
22250,2013.0,3,90700.0,8.0
13250,2015.0,3,76500.0,6.0
14998,2015.0,4,51256.0,6.0
14998,2017.0,3,96762.0,4.0
14998,2016.0,4,75531.0,5.0
19998,2012.0,3,91010.0,9.0
22900,2016.0,3,38470.0,5.0
9000,1990.0,2,66300.0,31.0
18988,2015.0,4,47825.0,6.0
15898,2015.0,4,42431.0,6.0
22900,2014.0,3,51000.0,7.0
17999,2014.0,3,71000.0,7.0
9990,2013.0,3,106210.0,8.0
29900,2016.0,3,29701.0,5.0
4995,2011.0,1,122000.0,10.0
12500,2009.0,3,74000.0,12.0
14977,2013.0,2,111631.0,8.0
64900,2019.0,3,21846.0,2.0
32500,2017.0,4,48600.0,4.0
6700,2008.0,3,63000.0,13.0
2800,2006.0,2,163104.0,15.0
14998,2016.0,4,30872.0,5.0
14808,2014.0,4,54621.0,7.0
14728,2013.0,4,73630.0,8.0
31700,2014.0,3,113128.0,7.0
35990,2016.0,2,26039.0,5.0
25900,2018.0,3,34214.0,3.0
16977,2016.0,2,110034.0,5.0
9990,2015.0,3,109323.0,6.0
13990,2013.0,3,141492.0,8.0
25900,2016.0,3,31364.0,5.0
24500,2017.0,2,122200.0,4.0
28500,2017.0,2,48000.0,4.0
11900,2008.0,3,75174.0,13.0
6000,2008.0,3,219299.0,13.0
4000,1997.0,1,119000.0,24.0
900,2012.0,2,113564.0,9.0
16998,2016.0,3,92166.0,5.0
14898,2017.0,3,75982.0,4.0
18998,2013.0,3,80820.0,8.0
16900,2018.0,3,12887.0,3.0
68900,2018.0,3,12000.0,3.0
12977,2013.0,2,152109.0,8.0
27990,2019.0,2,9505.0,2.0
16977,2013.0,2,99034.0,8.0
37900,2017.0,3,36735.0,4.0
22900,2004.0,3,36100.0,17.0
14500,2006.0,3,68000.0,15.0
23732,2017.0,2,32189.0,4.0
30990,2012.0,2,77507.0,9.0
9900,2013.0,3,139116.0,8.0
6900,2000.0,2,192000.0,21.0
32590,2009.0,2,20420.0,12.0
15998,2013.0,4,114361.0,8.0
37590,2012.0,2,41066.0,9.0
17977,2016.0,2,93734.0,5.0
14498,2018.0,4,42249.0,3.0
12698,2012.0,3,28751.0,9.0
18468,2013.0,3,60145.0,8.0
49900,2018.0,3,16525.0,3.0
27500,2017.0,3,31148.0,4.0
26900,2020.0,3,9465.0,1.0
19990,2011.0,2,34624.0,10.0
43500,2018.0,3,31762.0,3.0
18500,2003.0,3,74000.0,18.0
43500,2020.0,3,5373.0,1.0
34990,2017.0,2,30026.0,4.0
17990,2014.0,2,929879.0,7.0
10000,2008.0,2,105000.0,13.0
10499,2006.0,2,47338.0,15.0
7990,2015.0,3,112200.0,6.0
9990,2015.0,3,85386.0,6.0
6095,2011.0,2,83500.0,10.0
9888,2014.0,3,63349.0,7.0
13498,2015.0,4,54660.0,6.0
15498,2013.0,4,66624.0,8.0
37900,2019.0,3,32063.0,2.0
21800,2016.0,4,100000.0,5.0
40900,2018.0,3,36241.0,3.0
16500,2005.0,1,130640.0,16.0
59900,2017.0,3,22154.0,4.0
24590,2020.0,2,45057.0,1.0
15810,2014.0,4,62122.0,7.0
13878,2014.0,4,76561.0,7.0
16698,2015.0,4,104639.0,6.0
6000,2011.0,3,215000.0,10.0
18590,2013.0,2,74831.0,8.0
18500,2011.0,3,62479.0,10.0
11999,2009.0,3,70000.0,12.0
6150,2009.0,2,141000.0,12.0
43900,2018.0,3,29882.0,3.0
58500,2017.0,3,43743.0,4.0
15998,2014.0,4,49721.0,7.0
11500,2015.0,2,109505.0,6.0
13495,2011.0,4,155900.0,10.0
41990,2012.0,2,31572.0,9.0
28990,2019.0,2,17214.0,2.0
24990,2017.0,2,30836.0,4.0
11995,2014.0,3,84400.0,7.0
22990,2013.0,2,67266.0,8.0
20977,2016.0,2,68014.0,5.0
6500,2015.0,4,96.0,6.0
8500,2010.0,3,98.0,11.0
21500,2012.0,3,65302.0,9.0
48990,2017.0,2,36527.0,4.0
18000,2016.0,3,87500.0,5.0
21590,2018.0,2,71405.0,3.0
27990,2013.0,2,73160.0,8.0
29590,2018.0,2,22732.0,3.0
8800,2000.0,2,90000.0,21.0
49590,2020.0,2,863.0,1.0
6500,2003.0,2,199000.0,18.0
6800,2008.0,2,191000.0,13.0
17990,2014.0,3,140735.0,7.0
8990,2013.0,3,101981.0,8.0
6900,2014.0,1,91500.0,7.0
40990,2019.0,2,14139.0,2.0
39590,2015.0,2,26682.0,6.0
33700,2011.0,3,162139.0,10.0
10950,2012.0,2,107000.0,9.0
4600,2010.0,3,184000.0,11.0
9995,2001.0,4,167899.0,20.0
35800,2019.0,4,101928.0,2.0
26900,2016.0,3,24758.0,5.0
4999,2007.0,3,123000.0,14.0
8990,2014.0,3,98979.0,7.0
14977,2013.0,2,119313.0,8.0
23900,2018.0,3,19156.0,3.0
50590,2020.0,2,11889.0,1.0
17500,2017.0,3,12329.0,4.0
9500,2006.0,3,193999.0,15.0
11990,2011.0,3,105311.0,10.0
46990,2020.0,2,10349.0,1.0
15000,2016.0,3,93168.0,5.0
12990,2014.0,3,114438.0,7.0
16990,2014.0,3,135469.0,7.0
39985,2014.0,4,66500.0,7.0
12699,2012.0,3,133487.0,9.0
12800,2012.0,4,212000.0,9.0
36990,2018.0,2,18645.0,3.0
4500,2003.0,2,210000.0,18.0
